plant_id,filename,area_pixels,width,height,color_freq_1_hex,color_freq_1_pct,color_freq_2_hex,color_freq_2_pct,color_freq_3_hex,color_freq_3_pct,color_freq_4_hex,color_freq_4_pct,color_freq_5_hex,color_freq_5_pct,color_perceptual_1_hex,color_perceptual_1_pct,color_perceptual_2_hex,color_perceptual_2_pct,color_perceptual_3_hex,color_perceptual_3_pct,color_perceptual_4_hex,color_perceptual_4_pct,color_perceptual_5_hex,color_perceptual_5_pct,color_saliency_1_hex,color_saliency_1_pct,color_saliency_2_hex,color_saliency_2_pct,color_saliency_3_hex,color_saliency_3_pct,color_saliency_4_hex,color_saliency_4_pct,color_saliency_5_hex,color_saliency_5_pct,color_botanical_1_hex,color_botanical_1_pct,color_botanical_2_hex,color_botanical_2_pct,color_botanical_3_hex,color_botanical_3_pct,color_botanical_4_hex,color_botanical_4_pct,color_botanical_5_hex,color_botanical_5_pct,color_chroma_1_hex,color_chroma_1_pct,color_chroma_2_hex,color_chroma_2_pct,color_chroma_3_hex,color_chroma_3_pct,color_chroma_4_hex,color_chroma_4_pct,color_chroma_5_hex,color_chroma_5_pct,color_visual_1_hex,color_visual_1_pct,color_visual_2_hex,color_visual_2_pct,color_visual_3_hex,color_visual_3_pct,color_visual_4_hex,color_visual_4_pct,color_visual_5_hex,color_visual_5_pct,family,genus,species
KW_T_423_14_0107L,KW_T_423_14_0107L.tif_segmented.png,1682753,2923,3615,#d9c488,8.24,#dbcc96,7.9,#8d7b5e,5.64,#d2b67d,5.25,#9b8a6b,4.99,#d9c488,8.24,#dbcc96,7.9,#d2b67d,5.25,#c2a875,4.21,#c6b78d,3.02,#b7b1a2,1.39,#ab9e81,3.66,#7c6d56,4.82,#8d7b5e,5.64,#9b8a6b,4.99,#d9c488,8.24,#d2b67d,5.25,#dbcc96,7.9,#c2a875,4.21,#413e38,3.83,#d9c381,2.8,#dac98d,5.18,#d3b57a,2.85,#dece95,3.4,#c7ac76,2.15,#b7b1a2,1.39,#ab9e81,3.66,#7c6d56,4.82,#8d7b5e,5.64,#9b8a6b,4.99,,Isolepis,Isolepis setacea
KW_T_423_14_0109L,KW_T_423_14_0109L.tif_segmented.png,2481028,2986,3583,#979f8f,7.5,#b9bda6,7.34,#8d9180,6.74,#798578,5.8,#a4b1a0,5.43,#dedf88,2.06,#bfbd72,1.05,#b9bda6,7.34,#afab93,3.6,#a4b1a0,5.43,#b9bda6,7.34,#bfbd72,1.05,#afab93,3.6,#a4b1a0,5.43,#8d9180,6.74,#dedf88,2.06,#bfbd72,1.05,#3e4c43,1.95,#a4b1a0,5.43,#4e4b41,2.37,#e6e58b,0.98,#d6d887,0.64,#cacc77,0.5,#dfdfa1,1.03,#b8b473,0.49,#b9bda6,7.34,#bfbd72,1.05,#afab93,3.6,#a4b1a0,5.43,#8d9180,6.74,,Anagallis,Anagallis tenella
KW_T_423_14_0111L,KW_T_423_14_0111L.tif_segmented.png,1918237,2980,3599,#b1bcae,8.71,#7b8983,7.05,#a6b0a5,6.88,#b9c4b7,6.7,#9ba399,6.6,#c7bd90,2.4,#b2aa83,2.12,#b1bcae,8.71,#b9c4b7,6.7,#989178,2.09,#c7bd90,2.4,#b2aa83,2.12,#b9c4b7,6.7,#989178,2.09,#b1bcae,8.71,#c7bd90,2.4,#a6b0a5,6.88,#b2aa83,2.12,#b1bcae,8.71,#b9c4b7,6.7,#d1bf76,0.08,#d6cc8e,0.3,#dcd39b,0.23,#c2b783,0.66,#cabf8b,0.53,#c7bd90,2.4,#b2aa83,2.12,#b9c4b7,6.7,#989178,2.09,#b1bcae,8.71,,Dicranoweisia,Dicranoweisia cirrata
KW_T_423_14_0113L,KW_T_423_14_0113L.tif_segmented.png,859933,2982,3591,#bfbca9,5.32,#a9a495,4.92,#b6b5a5,4.25,#cfcaa6,3.98,#b4ad9b,3.92,#cbbf91,1.53,#c2a782,1.88,#cfcaa6,3.98,#b7b993,1.9,#685d50,0.82,#685d50,0.82,#7b6c5c,1.41,#877d6d,2.23,#969184,2.73,#9b8a70,2.31,#cbbf91,1.53,#b7b993,1.9,#c2a782,1.88,#cfcaa6,3.98,#7b6c5c,1.41,#cfce83,0.23,#dbd99f,0.4,#c2a177,0.54,#c2c9a6,1.43,#cdd1ae,1.9,#685d50,0.82,#7b6c5c,1.41,#877d6d,2.23,#969184,2.73,#9b8a70,2.31,,Kindbergia,Kindbergia praelonga
KW_T_423_14_0115L,KW_T_423_14_0115L.tif_segmented.png,3096681,2986,3599,#c6bead,3.99,#bcb7a8,3.61,#948f84,3.18,#9f988c,3.12,#afa99b,3.1,#c6bead,3.99,#bcb7a8,3.61,#b6b0a1,3.06,#afa99b,3.1,#514f48,0.8,#514f48,0.8,#615d54,0.9,#716b63,0.88,#7d786e,1.27,#898378,2.42,#514f48,0.8,#a7a195,2.81,#afa99b,3.1,#898378,2.42,#7d786e,1.27,#dfcca5,0.08,#e1d1b0,0.19,#d9cbab,0.12,#afa78a,0.03,#d8cfb1,0.14,#514f48,0.8,#615d54,0.9,#716b63,0.88,#7d786e,1.27,#898378,2.42,,Asclepias,Asclepias syriaca
KW_T_423_14_0117L,KW_T_423_14_0117L.tif_segmented.png,1375626,2990,3591,#beb49e,5.95,#6a6359,5.4,#5f594f,5.36,#aa9f8e,5.36,#b0aa9d,5.01,#d3c3ad,2.51,#c9b196,1.98,#beb49e,5.95,#48433c,4.69,#c1bbaf,4.87,#d3c3ad,2.51,#c1bbaf,4.87,#827c73,3.69,#877564,1.48,#92887a,3.87,#48433c,4.69,#544e45,4.36,#877564,1.48,#aa9f8e,5.36,#5f594f,5.36,#969b7d,0.11,#c1a081,0.23,#7e6652,0.2,#a5b08b,0.09,#7d8a6d,0.06,#d3c3ad,2.51,#c1bbaf,4.87,#827c73,3.69,#877564,1.48,#92887a,3.87,,Calamagrostis,Calamagrostis epigejos
KW_T_423_14_0119L,KW_T_423_14_0119L.tif_segmented.png,2732939,2990,3591,#9ba9a4,8.82,#b5bcad,6.34,#c5c6b6,5.92,#a4b6b2,5.57,#668385,5.04,#b2c090,2.37,#af9a81,1.72,#c5c6b6,5.92,#47635f,3.15,#526e6e,4.22,#af9a81,1.72,#7a6f65,3.6,#c5c6b6,5.92,#625a51,2.56,#8d8477,3.44,#3e4b48,1.92,#a4b6b2,5.57,#668385,5.04,#47635f,3.15,#5c797b,4.65,#e5e098,0.26,#ccbb66,0.08,#cfc581,0.1,#597b8e,0.19,#38615e,0.24,#af9a81,1.72,#7a6f65,3.6,#c5c6b6,5.92,#625a51,2.56,#8d8477,3.44,,Calamagrostis,Calamagrostis canescens
KW_T_423_14_0121L,KW_T_423_14_0121L.tif_segmented.png,3945805,2995,3603,#9aa593,10.51,#a2ad9a,9.15,#919b8b,7.88,#b5bea8,7.88,#bec6b2,7.73,#c7b099,1.08,#4d3c39,1.58,#bec6b2,7.73,#604b43,1.77,#b5bea8,7.88,#604b43,1.77,#6c5d52,2.43,#4d3c39,1.58,#ac9181,1.81,#887266,1.92,#a2ad9a,9.15,#a9b6ac,4.1,#4d3c39,1.58,#9aa593,10.51,#abb69e,6.82,#dcd49f,0.17,#abba9d,1.44,#bbc6a7,0.84,#b2bfa2,1.1,#a5b697,1.71,#604b43,1.77,#6c5d52,2.43,#4d3c39,1.58,#ac9181,1.81,#887266,1.92,,Myriostoma,Myriostoma coliforme
KW_T_423_14_0122L,KW_T_423_14_0122L.tif_segmented.png,1919993,3001,3595,#c2c4b4,6.45,#878e7e,6.07,#929c8b,5.94,#a4ad9a,5.37,#7a8272,5.35,#c7b381,1.37,#bfcc9f,4.23,#cecba4,3.26,#b5bc99,3.02,#c2c4b4,6.45,#a09172,1.62,#7e7564,3.22,#c7b381,1.37,#616154,4.53,#878e7e,6.07,#bfcc9f,4.23,#c7b381,1.37,#cecba4,3.26,#b5bc99,3.02,#a4ad9a,5.37,#d3c978,0.16,#c2d09f,1.81,#bac999,1.72,#bb9e71,0.41,#b0bc9a,2.07,#a09172,1.62,#7e7564,3.22,#c7b381,1.37,#616154,4.53,#878e7e,6.07,,Suillus,Suillus luteus
KW_T_423_14_0124L,KW_T_423_14_0124L.tif_segmented.png,684879,3001,3599,#a9b69d,9.9,#98aa92,8.87,#8d9d86,8.85,#849178,6.63,#bcc1b0,5.74,#c8b153,0.74,#ceca8e,0.87,#a79c58,2.62,#a9b69d,9.9,#89755b,2.13,#89755b,2.13,#706653,1.64,#bcc1b0,5.74,#988963,2.58,#ceca8e,0.87,#c8b153,0.74,#ceca8e,0.87,#a79c58,2.62,#98aa92,8.87,#8d9d86,8.85,#c8b154,0.85,#a69c59,2.67,#acbc9d,3.81,#d2d0a8,1.92,#b8b489,1.5,#89755b,2.13,#706653,1.64,#bcc1b0,5.74,#988963,2.58,#ceca8e,0.87,,Oenothera,Oenothera spec.
KW_T_423_14_0126L,KW_T_423_14_0126L.tif_segmented.png,3846244,3005,3595,#c8c3b3,7.07,#c0baaa,6.01,#b5af9f,5.15,#aaa495,3.81,#9f9886,3.29,#dfcf98,2.49,#cfc194,1.95,#b8a984,1.77,#c8c3b3,7.07,#c0baaa,6.01,#646056,1.64,#7b766a,2.42,#8f8670,1.97,#918c7f,1.94,#9f9886,3.29,#dfcf98,2.49,#cfc194,1.95,#b8a984,1.77,#aaa495,3.81,#9f9886,3.29,#e4d092,0.95,#e5d7a1,2.88,#e7d9a9,3.61,#ddcf9e,1.56,#e3d5a7,2.53,#646056,1.64,#7b766a,2.42,#8f8670,1.97,#918c7f,1.94,#9f9886,3.29,,Calamagrostis,Calamagrostis cf. canescens
KW_T_423_14_0128L,KW_T_423_14_0128L.tif_segmented.png,2753412,2964,3587,#9faea4,7.62,#95a399,5.62,#85928a,5.43,#8b9c95,5.21,#76847d,4.29,#beae80,0.55,#9faea4,7.62,#524b46,2.32,#95a399,5.62,#5e5e55,4.25,#524b46,2.32,#beae80,0.55,#5e5e55,4.25,#686d66,3.87,#78756d,3.32,#beae80,0.55,#9faea4,7.62,#524b46,2.32,#95a399,5.62,#76847d,4.29,#dedb92,0.19,#d1c688,0.21,#dbd29f,0.14,#b79960,0.05,#beaf7d,0.18,#524b46,2.32,#beae80,0.55,#5e5e55,4.25,#686d66,3.87,#78756d,3.32,,Eurhynchium,Eurhynchium striatum
KW_T_423_14_0130L,KW_T_423_14_0130L.tif_segmented.png,1494564,2972,3591,#979e91,9.8,#899185,9.62,#a2ab9d,8.98,#7e8177,7.27,#75736a,6.61,#bd8d90,1.86,#7e5151,2.08,#9f686b,1.47,#5c4040,1.64,#a88579,1.46,#a88579,1.46,#a2ab9d,8.98,#979e91,9.8,#899185,9.62,#7e8177,7.27,#9f686b,1.47,#bd8d90,1.86,#7e5151,2.08,#a2ab9d,8.98,#5c4040,1.64,#a65e68,0.36,#b6717b,0.45,#92575a,0.52,#b88287,0.67,#c18f94,0.89,#a88579,1.46,#a2ab9d,8.98,#979e91,9.8,#899185,9.62,#7e8177,7.27,,Tricholomopsis,Tricholomopsis rutilans
KW_T_423_14_0132L,KW_T_423_14_0132L.tif_segmented.png,1201310,2976,3591,#8b9996,6.33,#94a5a4,5.67,#a7ac9c,5.66,#888f83,4.99,#778d8d,4.57,#cab66b,0.85,#86714e,0.98,#4e5d58,2.75,#a7ac9c,5.66,#5b6c68,4.47,#888f83,4.99,#9ba18b,4.29,#76817b,4.45,#778d8d,4.57,#687874,4.17,#cab66b,0.85,#a3b2b1,4.29,#9ba18b,4.29,#a7ac9c,5.66,#94a5a4,5.67,#d9d177,0.23,#cec171,0.17,#c5a35c,0.38,#bfc591,0.23,#c0cca8,0.7,#888f83,4.99,#9ba18b,4.29,#76817b,4.45,#778d8d,4.57,#687874,4.17,Boletaceae,Rubroboletus,Rubroboletus rhodoxanthus
KW_T_423_14_0134L,KW_T_423_14_0134L.tif_segmented.png,2739503,2978,3595,#a8b4a0,7.99,#9ca798,7.16,#6d7568,6.91,#5d675d,6.59,#798376,6.2,#b8736a,0.67,#c38e80,0.91,#c8a093,0.86,#86544d,1.64,#a8b4a0,7.99,#c8a093,0.86,#c38e80,0.91,#b8736a,0.67,#86544d,1.64,#798376,6.2,#b8736a,0.67,#c38e80,0.91,#86544d,1.64,#44544b,3.25,#a8b4a0,7.99,#985c58,0.51,#aa6b66,0.49,#c99289,0.88,#d1cc9f,0.64,#bd8276,0.59,#c8a093,0.86,#c38e80,0.91,#b8736a,0.67,#86544d,1.64,#798376,6.2,Ranunculaceae,Anemone,Anemone apennina
KW_T_423_14_0136L,KW_T_423_14_0136L.tif_segmented.png,1494154,2980,3583,#e3d99c,7.62,#494840,6.71,#dcd193,6.7,#57554a,6.59,#867f6c,6.46,#e3d99c,7.62,#dcd193,6.7,#cec28d,3.98,#bfb386,3.39,#ada27c,3.22,#99ada4,1.62,#bcb7a8,3.73,#7c9089,1.73,#aca594,3.08,#999381,3.23,#e3d99c,7.62,#dcd193,6.7,#cec28d,3.98,#494840,6.71,#bfb386,3.39,#e3d897,4.19,#e0d492,2.75,#e4da9e,3.26,#d9ce93,3.28,#d2c58e,2.0,#99ada4,1.62,#bcb7a8,3.73,#7c9089,1.73,#aca594,3.08,#999381,3.23,,Montia,Montia spec.
KW_T_423_14_0138L,KW_T_423_14_0138L.tif_segmented.png,447909,2980,3583,#696556,7.07,#999f92,7.04,#e7e28e,7.03,#808b7f,6.55,#acb3a6,6.15,#e7e28e,7.03,#ddcc69,4.38,#d3b752,2.49,#ded7a2,4.0,#c2b063,1.72,#bfc3b7,5.03,#b3a983,3.61,#9b9174,4.11,#acb3a6,6.15,#999f92,7.04,#d3b752,2.49,#ddcc69,4.38,#e7e28e,7.03,#c2b063,1.72,#ab944d,1.8,#d9bf57,2.0,#dbca69,2.35,#e7e286,2.48,#c5aa4e,1.22,#dfd57a,1.91,#bfc3b7,5.03,#b3a983,3.61,#9b9174,4.11,#acb3a6,6.15,#999f92,7.04,,Homalia,Homalia trichomanoides
KW_T_423_14_0140L,KW_T_423_14_0140L.tif_segmented.png,2231307,2984,3587,#919c8d,7.3,#c3c7ba,6.67,#b6beaf,6.27,#889082,6.23,#9cab97,6.08,#c2bd9a,1.12,#c3c7ba,6.67,#b6beaf,6.27,#a8b6a4,5.55,#9cab97,6.08,#c3c7ba,6.67,#b6beaf,6.27,#51544d,2.08,#6f675c,2.31,#5d5f56,3.44,#9cab97,6.08,#a8b6a4,5.55,#b6beaf,6.27,#51544d,2.08,#7e8879,5.28,#c1989d,0.06,#cdcda2,0.32,#aebfa3,0.32,#a6b89a,0.57,#9eb094,0.83,#c3c7ba,6.67,#b6beaf,6.27,#51544d,2.08,#6f675c,2.31,#5d5f56,3.44,,Lepista,Lepista flaccida
KW_T_423_14_0142L,KW_T_423_14_0142L.tif_segmented.png,4002397,2980,3603,#7f9179,8.42,#758770,7.72,#6b7e69,6.89,#97a78e,6.81,#8b9a82,6.72,#b2c19e,4.07,#a8b998,6.48,#c1cab2,4.14,#98a97b,2.31,#3a473c,1.74,#c1cab2,4.14,#b2bfac,2.88,#a2b6a4,5.44,#9daf99,6.11,#97a78e,6.81,#9daf99,6.11,#3a473c,1.74,#a2b6a4,5.44,#b2c19e,4.07,#97a78e,6.81,#bac8a0,1.3,#c9d0aa,1.13,#afbfa1,2.93,#a9ba9c,3.82,#a2b497,3.17,#c1cab2,4.14,#b2bfac,2.88,#a2b6a4,5.44,#9daf99,6.11,#97a78e,6.81,,Leotia,Leotia lubrica
KW_T_423_14_0143L,KW_T_423_14_0143L.tif_segmented.png,8716323,3005,3579,#e4dfd6,22.22,#e7e1d7,20.83,#e1dcd4,13.47,#e9e3d8,12.43,#d9d6cd,3.29,#e7e1d7,20.83,#e4dfd6,22.22,#e9e3d8,12.43,#e1dcd4,13.47,#a69773,1.18,#5f5d53,2.29,#727165,2.7,#848172,2.44,#909182,2.1,#a69773,1.18,#848172,2.44,#a69773,1.18,#5f5d53,2.29,#909182,2.1,#727165,2.7,#cec470,0.11,#d9ce89,0.12,#dcd09e,0.32,#b2be9a,0.52,#c4c8a3,0.32,#5f5d53,2.29,#727165,2.7,#848172,2.44,#909182,2.1,#a69773,1.18,Asteraceae,Cirsium,Cirsium oleraceum
KW_T_423_14_0145L,KW_T_423_14_0145L.tif_segmented.png,8731586,3007,3587,#e7e3dc,31.48,#e9e5dd,26.53,#e4e0d9,13.25,#d8d5c9,3.02,#5d564d,2.78,#722229,0.7,#e7e3dc,31.48,#e9e5dd,26.53,#dcd0b0,1.49,#e4e0d9,13.25,#7e786d,1.27,#907c68,1.26,#70665b,2.06,#a7635d,0.95,#5d564d,2.78,#722229,0.7,#a7635d,0.95,#442d2b,1.56,#7c4641,0.84,#50433e,2.38,#771424,0.17,#852c30,0.3,#9a493c,0.27,#a6645e,0.45,#b7716a,0.54,#7e786d,1.27,#907c68,1.26,#70665b,2.06,#a7635d,0.95,#5d564d,2.78,Salicaceae,Salix,Salix x fragilis
KW_T_423_14_0147L,KW_T_423_14_0147L.tif_segmented.png,2920742,3011,3599,#bab9af,5.07,#acab9f,4.76,#aebda3,4.55,#b9c7ae,4.19,#9b9990,3.94,#cabe79,1.06,#d5d19b,1.05,#a09461,0.63,#b9c7ae,4.19,#aebda3,4.55,#5f5a4f,1.66,#706e62,3.39,#7e7f6f,3.87,#8f8878,2.87,#bab9af,5.07,#cabe79,1.06,#d5d19b,1.05,#a09461,0.63,#9faf99,3.66,#92a68e,3.11,#dfd98c,0.32,#ccbb6e,0.29,#d3c981,0.43,#afa369,0.38,#bdb47c,0.34,#5f5a4f,1.66,#706e62,3.39,#7e7f6f,3.87,#8f8878,2.87,#bab9af,5.07,,Pinus,Pinus sylvestris
KW_T_423_14_0149L,KW_T_423_14_0149L.tif_segmented.png,8822780,3021,3631,#aabfb2,3.58,#93a894,3.26,#869c8c,3.18,#a7bba6,3.02,#7d9282,2.86,#bba58d,0.44,#a4b794,1.38,#aabfb2,3.58,#937c6d,0.53,#b7c7bb,2.45,#937c6d,0.53,#bba58d,0.44,#545a51,0.82,#5d6c61,1.8,#6a796c,2.41,#9db2a2,2.19,#aabfb2,3.58,#93a894,3.26,#a7bba6,3.02,#9bb298,2.55,#b27377,0.09,#bb8285,0.09,#986867,0.08,#b7c8a9,0.17,#a7bda1,0.72,#937c6d,0.53,#bba58d,0.44,#545a51,0.82,#5d6c61,1.8,#6a796c,2.41,,Dactylorhiza,Dactylorhiza incarnata
KW_T_423_14_0150L,KW_T_423_14_0150L.tif_segmented.png,2844880,3009,3591,#a0b5a4,8.96,#95ac9a,8.49,#afc1af,7.89,#bbc8bd,7.51,#8aa28f,7.3,#c9c7a2,2.71,#614f48,3.06,#a17975,1.66,#a0b5a4,8.96,#afc1af,7.89,#6e6259,3.97,#614f48,3.06,#807066,3.48,#a17975,1.66,#bbc8bd,7.51,#a0b5a4,8.96,#95ac9a,8.49,#8aa28f,7.3,#afc1af,7.89,#a17975,1.66,#c69ba1,0.19,#aa7879,0.45,#9c6c6c,0.55,#b88889,0.3,#9db69f,1.4,#6e6259,3.97,#614f48,3.06,#807066,3.48,#a17975,1.66,#bbc8bd,7.51,,Suillus,Suillus granulatus
KW_T_423_14_0152L,KW_T_423_14_0152L.tif_segmented.png,1209732,2919,3603,#bec1b5,5.54,#898b7e,5.38,#94988b,5.35,#a7ad9b,5.32,#afb6a6,5.2,#b99c74,1.61,#cac29c,1.21,#c0ac90,1.76,#a08664,1.63,#8e7559,2.06,#bec1b5,5.54,#afb6a6,5.2,#9da496,4.92,#a7ad9b,5.32,#94988b,5.35,#b99c74,1.61,#a7ad9b,5.32,#cac29c,1.21,#afb6a6,5.2,#5d564b,3.18,#c49964,0.36,#d2bd8b,0.34,#aebb9b,0.69,#d6cda4,0.32,#bcc7a7,0.53,#bec1b5,5.54,#afb6a6,5.2,#9da496,4.92,#a7ad9b,5.32,#94988b,5.35,,Daphne,Daphne mezereum
KW_T_423_14_0154L,KW_T_423_14_0154L.tif_segmented.png,8638502,2984,3591,#7b7b77,0.98,#8f9392,0.88,#66655f,0.88,#babcb4,0.85,#a7a59a,0.85,#504d45,0.75,#babcb4,0.85,#a7a59a,0.85,#66655f,0.88,#aaaeaf,0.53,#8f9392,0.88,#7b7b77,0.98,#a7a59a,0.85,#66655f,0.88,#aaaeaf,0.53,#504d45,0.75,#aaaeaf,0.53,#babcb4,0.85,#a7a59a,0.85,#7b7b77,0.98,#8499b2,0.0,#dfd6ae,0.0,#e0d8b4,0.01,#cdccad,0.01,#e3dbbb,0.02,#8f9392,0.88,#7b7b77,0.98,#a7a59a,0.85,#66655f,0.88,#aaaeaf,0.53,,Arum,Arum maculatum
KW_T_423_14_0156L,KW_T_423_14_0156L.tif_segmented.png,1415025,2990,3591,#b4b6ac,5.13,#9ea196,5.13,#c1c1b9,4.92,#b8c5ab,4.85,#9ead9a,4.34,#d7ce8f,0.82,#b8c5ab,4.85,#acb89a,3.91,#5f5d54,0.99,#9ead9a,4.34,#5f5d54,0.99,#6d6b61,2.5,#797a6e,3.24,#c1c1b9,4.92,#86897b,4.22,#d7ce8f,0.82,#9ead9a,4.34,#acb89a,3.91,#b8c5ab,4.85,#aaaba1,3.77,#e2db98,0.36,#d4c37f,0.23,#d3cb95,0.19,#bcac76,0.15,#c3cfad,0.55,#5f5d54,0.99,#6d6b61,2.5,#797a6e,3.24,#c1c1b9,4.92,#86897b,4.22,Cyperaceae,Carex,Carex oederi
KW_T_423_14_0158L,KW_T_423_14_0158L.tif_segmented.png,2878204,2937,3595,#c5c5b7,7.47,#babbab,7.44,#aeafa1,6.92,#9b998e,6.33,#a5a497,5.93,#d1cea6,2.29,#c8be98,2.16,#baad84,1.85,#a99b7a,1.45,#c5c5b7,7.47,#c5c5b7,7.47,#4c4a42,2.78,#babbab,7.44,#58564d,4.63,#646359,4.93,#d1cea6,2.29,#4c4a42,2.78,#baad84,1.85,#c8be98,2.16,#58564d,4.63,#d7d19e,0.72,#cdc997,0.44,#c6bc8c,0.6,#a8b496,0.2,#b3bd9b,0.46,#c5c5b7,7.47,#4c4a42,2.78,#babbab,7.44,#58564d,4.63,#646359,4.93,,Hypnum,Hypnum cupressiforme
KW_T_423_14_0159L,KW_T_423_14_0159L.tif_segmented.png,5516330,2946,3595,#749081,9.42,#809b8b,9.37,#92a992,9.23,#b3c4a5,7.27,#5e7e74,7.15,#abb176,0.83,#abc09a,5.48,#b3c4a5,7.27,#becbb1,6.63,#486960,4.15,#becbb1,6.63,#4d5348,0.68,#8a8f69,1.08,#b3c4a5,7.27,#a1b49c,6.21,#b3c4a5,7.27,#66867e,6.92,#5e7e74,7.15,#a1b49c,6.21,#92a992,9.23,#b8bc74,0.3,#5f8071,1.33,#b8c9aa,3.17,#78947f,2.68,#b1c5a1,4.94,#becbb1,6.63,#4d5348,0.68,#8a8f69,1.08,#b3c4a5,7.27,#a1b49c,6.21,,Chlorophyllum,Chlorophyllum racodes
KW_T_423_14_0161L,KW_T_423_14_0161L.tif_segmented.png,1122584,2944,3603,#b8b9b0,6.12,#9b9f8f,5.57,#a5a79a,5.24,#b1afa6,5.2,#8b8d7c,4.27,#cccd96,2.17,#8f685d,1.15,#b0c29d,2.44,#b4b384,1.69,#a68f74,1.16,#8f685d,1.15,#b8b9b0,6.12,#b1afa6,5.2,#a68f74,1.16,#a5a79a,5.24,#cccd96,2.17,#a6b99f,2.38,#b0c29d,2.44,#b4b384,1.69,#8f685d,1.15,#d7d29a,0.68,#d1c893,0.64,#c3d198,0.8,#bac8a4,0.62,#c5b98b,0.57,#8f685d,1.15,#b8b9b0,6.12,#b1afa6,5.2,#a68f74,1.16,#a5a79a,5.24,,Saxifraga,Saxifraga granulata
KW_T_423_14_0163L,KW_T_423_14_0163L.tif_segmented.png,967213,2954,3607,#c3bfb6,4.17,#cbc2a9,3.5,#b8b4aa,3.33,#9d9586,3.21,#c3baa1,3.06,#cbc2a9,3.5,#c3baa1,3.06,#baaf97,2.88,#5d584e,3.01,#c3bfb6,4.17,#6d675b,2.34,#7d7567,2.3,#8a8171,2.51,#5d584e,3.01,#948b7a,2.93,#a8a294,2.76,#8a8171,2.51,#5d584e,3.01,#c3bfb6,4.17,#7d7567,2.3,#d7cdad,0.17,#d2c4a2,0.2,#b2a589,0.17,#ada084,0.15,#c9ba98,0.15,#6d675b,2.34,#7d7567,2.3,#8a8171,2.51,#5d584e,3.01,#948b7a,2.93,,Juniperus,Juniperus communis
KW_T_423_15_0009L,KW_T_423_15_0009L.tif_segmented.png,897238,2937,3583,#899881,6.5,#9da48a,5.93,#aaaa90,5.55,#d7d482,5.44,#b4b49a,5.13,#d7d482,5.44,#cfc869,3.48,#bdb66b,3.15,#c6c282,3.27,#aca466,2.39,#899881,6.5,#9c927b,3.96,#878974,5.02,#726e5e,4.25,#656052,4.46,#cfc869,3.48,#d7d482,5.44,#bdb66b,3.15,#c6c282,3.27,#aca466,2.39,#d2cc69,2.2,#d5d27c,3.07,#c4bd65,2.11,#d9d68b,3.49,#dad59e,3.1,#899881,6.5,#9c927b,3.96,#878974,5.02,#726e5e,4.25,#656052,4.46,,Anacamptis,Anacamptis pyramidalis
KW_T_423_15_0011L,KW_T_423_15_0011L.tif_segmented.png,2634529,2907,3579,#8a937e,7.98,#838a75,7.63,#a6aa92,7.53,#7b816e,7.28,#9ea189,6.94,#b6b28e,2.49,#b1b49c,6.2,#a6aa92,7.53,#9ea189,6.94,#98846c,1.18,#b1b49c,6.2,#b6b28e,2.49,#a6aa92,7.53,#9ea189,6.94,#98846c,1.18,#9ea189,6.94,#7b816e,7.28,#969b7f,4.06,#838a75,7.63,#8a937e,7.98,#b7ba92,0.9,#c6c79f,0.71,#849278,0.74,#8d9273,0.87,#abb394,1.6,#b1b49c,6.2,#b6b28e,2.49,#a6aa92,7.53,#9ea189,6.94,#98846c,1.18,,Tortula,Tortula marginata
KW_T_423_15_0013L,KW_T_423_15_0013L.tif_segmented.png,1547602,2913,3579,#a1a492,7.22,#8d9082,7.15,#abad9b,6.78,#848678,6.44,#797b6e,6.23,#b4a487,1.42,#a47470,1.14,#805553,1.19,#54423d,1.61,#684f49,0.9,#abad9b,6.78,#b4a487,1.42,#a1a492,7.22,#969b8d,5.9,#9a9882,3.52,#a47470,1.14,#805553,1.19,#a1a492,7.22,#54423d,1.61,#abad9b,6.78,#d3cd8e,0.41,#936461,0.37,#855454,0.46,#beb98a,0.48,#a5736f,0.4,#abad9b,6.78,#b4a487,1.42,#a1a492,7.22,#969b8d,5.9,#9a9882,3.52,,Mycena,Mycena pura
KW_T_423_15_0015L,KW_T_423_15_0015L.tif_segmented.png,2425367,2917,3599,#636256,7.58,#5a594d,6.21,#807e6e,6.17,#757869,5.9,#909482,5.7,#cbbd91,1.32,#b9ab97,3.02,#a9b19a,4.98,#525044,3.77,#5a594d,6.21,#b9ab97,3.02,#cbbd91,1.32,#a9b19a,4.98,#a6a690,5.4,#a39682,2.44,#cbbd91,1.32,#525044,3.77,#9aa08c,5.39,#a9b19a,4.98,#807e6e,6.17,#d0ca7e,0.12,#beae6e,0.1,#c3b687,0.26,#8b9579,0.42,#a3ad8f,1.17,#b9ab97,3.02,#cbbd91,1.32,#a9b19a,4.98,#a6a690,5.4,#a39682,2.44,,Glaucium,Glaucium flavum
