plant_id,volume,species_raw,species_current,genus,epithet,group,family,dutch_name,kb_link,multi_species,all_species
KW_T_423_15_0090L,15,Campanula rapunculus,Campanula rapunculus,Campanula,rapunculus,Fungi,Clitocybaceae,Roodbruine schijnridderzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/12/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Campanula rapunculus
KW_T_423_15_0092L,15,Festuca rubra,Festuca rubra,Festuca,rubra,Fungi,Leotiaceae,Groene glibberzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/13/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Festuca rubra
KW_T_423_15_0094L,15,Hypnum myurum,Isothecium alopecuroides,Isothecium,alopecuroides,Flowering plants,Asteraceae,Moesdistel,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/14/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Isothecium alopecuroides
KW_T_423_15_0096L,15,Geaster vulgatus,Geastrum rufescens,Geastrum,rufescens,Conifers,Pinaceae,Grove den,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/16/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Geastrum rufescens
KW_T_423_15_0098L,15,Acer campestre,Acer campestre,Acer,campestre,Flowering plants,Orchidaceae,Vleeskleurige orchis,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/17/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Acer campestre
KW_T_423_15_0100L,15,Ornithopus sativus,Ornithopus sativus,Ornithopus,sativus,Fungi,Suillaceae,Melkboleet,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/18/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Ornithopus sativus
KW_T_423_15_0102L,15,Hieracium auricula,Hieracium lactucella,Hieracium,lactucella,Flowering plants,Thymelaeaceae,Rood peperboompje,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/19/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Hieracium lactucella
KW_T_423_15_0104L,15,Brachypodium sylvaticum,Brachypodium sylvaticum,Brachypodium,sylvaticum,Flowering plants,Araceae,Gevlekte aronskelk,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/20/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Brachypodium sylvaticum
KW_T_423_15_0106L,15,Hydnum auriscalpium,Auriscalpium vulgare,Auriscalpium,vulgare,Flowering plants,Cyperaceae,Dwergzegge,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/21/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Auriscalpium vulgare
KW_T_423_15_0108L,15,Hieracium aurantiacum,Hieracium aurantiacum,Hieracium,aurantiacum,Mosses,Hypnaceae,Gewoon klauwtjesmos,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/22/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Hieracium aurantiacum
KW_T_423_15_0110L,15,Amarantus retroflexus,Amaranthus retroflexus,Amaranthus,retroflexus,Fungi,Agaricaceae,Knolparasolzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/23/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Amaranthus retroflexus
KW_T_423_15_0112L,15,Scirpus sylvaticus,Scirpus sylvaticus,Scirpus,sylvaticus,Flowering plants,Saxifragaceae,Knolsteenbreek,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/24/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Scirpus sylvaticus
KW_T_423_15_0114L,15,Homalothecium sericeum,Homalothecium sericeum,Homalothecium,sericeum,Conifers,Cupressaceae,Jeneverbes,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/25/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Homalothecium sericeum
KW_T_423_15_0116L,15,Boletus parasiticus,Pseudoboletus parasiticus,Pseudoboletus,parasiticus,Flowering plants,Orchidaceae,Hondskruid,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/26/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Pseudoboletus parasiticus
KW_T_423_15_0118L,15,Barbarea praecox,Barbarea verna,Barbarea,verna,Mosses,Pottiaceae,Gerand muursterretje,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/27/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Barbarea verna
KW_T_423_15_0120L,15,Pyrus malus,Malus sylvestris,Malus,sylvestris,Fungi,Mycenaceae,Gewoon elfenschermpje,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/28/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Malus sylvestris
KW_T_423_15_0122L,15,Mentha arvensis,Mentha arvensis,Mentha,arvensis,Flowering plants,Papaveraceae,Gele hoornpapaver,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/29/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Mentha arvensis
KW_T_423_15_0124L,15,Carex canescens,Carex curta,Carex,curta,Flowering plants,Papaveraceae,Rankende duivenkervel,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/30/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Carex curta
KW_T_423_15_0126L,15,Geaster hygrometricus,Astraeus hygrometricus,Astraeus,hygrometricus,Flowering plants,Gentianaceae,Veldgentiaan,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/31/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Astraeus hygrometricus
KW_T_423_15_0128L,15,Aster brumalis,Symphyotrichum cf. novi-belgii,Symphyotrichum,cf. novi-belgii,Flowering plants,Cyperaceae,Bruin cypergras,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/32/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Symphyotrichum cf. novi-belgii
KW_T_423_15_0130L,15,Crepis virens var. diffusa,Crepis capillaris,Crepis,capillaris,Mosses,Brachytheciaceae,Groot laddermos,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/33/zoom/3/lat/-65.03506043658815/lng/-28.916015646,False,Crepis capillaris
KW_T_423_15_0132L,15,Poa serotina,Poa palustris,Poa,palustris,Flowering plants,Rosaceae,Bottelroos,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/34/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Poa palustris
KW_T_423_15_0134L,15,Aulacomnion palustre,Aulacomnium palustre,Aulacomnium,palustre,Flowering plants,Primulaceae,Stengelloze sleutelbloem,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/35/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Aulacomnium palustre
KW_T_423_15_0136L,15,Geaster mammosus,Geastrum corollinum,Geastrum,corollinum,Flowering plants,Salicaceae,Kruipwilg,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/36/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Geastrum corollinum
KW_T_423_15_0138L,15,Silene nutans,Silene nutans,Silene,nutans,Mosses,Brachytheciaceae,Smaragdmos,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/37/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Silene nutans
KW_T_423_15_0140L,15,Campanula rapunculoïdes,Campanula rapunculoides,Campanula,rapunculoides,Fungi,Tricholomataceae,Narcisridderzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/38/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Campanula rapunculoides
KW_T_423_15_0142L,15,Poa nemoralis,Poa cf. nemoralis,Poa,cf. nemoralis,Flowering plants,Salicaceae,Wilg spec.,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/40/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Poa cf. nemoralis
KW_T_423_15_0144L,15,Scirpus pauciflorus,Eleocharis quinqueflora,Eleocharis,quinqueflora,Flowering plants,Salicaceae,Grauwe wilg,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/41/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Eleocharis quinqueflora
KW_T_423_15_0146L,15,Peziza nigrella,Pseudoplectania nigrella,Pseudoplectania,nigrella,Fungi,Schizophyllaceae,Vals judasoor,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/42/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Pseudoplectania nigrella
KW_T_423_15_0148L,15,Cochlearia danica var. erecta,Cochlearia danica,Cochlearia,danica,Flowering plants,Ericaceae,Rijsbes,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/44/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Cochlearia danica
KW_T_423_15_0150L,15,Rubus fruticosus,Rubus cf. nessensis,Rubus,cf. nessensis,Flowering plants,Montiaceae,Winterpostelein,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/45/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Rubus cf. nessensis
KW_T_423_15_0152L,15,Carex verna,Carex caryophyllea,Carex,caryophyllea,Flowering plants,Polygonaceae,Spinaziezuring,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/46/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Carex caryophyllea
KW_T_423_15_0154L,15,Polytrichum piliferum,Polytrichum piliferum,Polytrichum,piliferum,Mosses,Mniaceae,Koepelmos,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/47/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Polytrichum piliferum
KW_T_423_15_0156L,15,Geaster fimbriatus,Geastrum fimbriatum,Geastrum,fimbriatum,Fungi,Coniferssporangiaceae,#N/A,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/48/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Geastrum fimbriatum
KW_T_423_15_0158L,15,Helichrysum arenarium,Helichrysum arenarium,Helichrysum,arenarium,Fungi,Coniferssporangiaceae,#N/A,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/48/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Helichrysum arenarium
KW_T_423_15_0160L,15,Orobanche coerulea,Orobanche purpurea,Orobanche,purpurea,Flowering plants,Brassicaceae,Pijlkruidkers,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/49/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Orobanche purpurea
KW_T_423_15_0162L,15,Ulmus suberosa,Ulmus x hollandica,Ulmus,x hollandica,Flowering plants,Apiaceae,Heelkruid,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/50/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Ulmus x hollandica
KW_T_423_15_0165L,15,Bromus arvensis,Bromus arvensis,Bromus,arvensis,Flowering plants,Euphorbiaceae,Zeewolfsmelk,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/51/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Bromus arvensis
KW_T_423_15_0167L,15,Helvella lacunosa,Helvella lacunosa,Helvella,lacunosa,Flowering plants,Poaceae,Slofhak,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/52/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Helvella lacunosa
KW_T_423_16_0009L,16,Inula britannica,Inula britannica,Inula,britannica,Fungi,Omphalotaceae,Bundelcollybia,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/53/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Inula britannica
KW_T_423_16_0011L,16,Salix aurita,Salix aurita,Salix,aurita,Flowering plants,Hypericaceae,Moerashertshooi,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/54/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Salix aurita
KW_T_423_16_0013L,16,Festuca loliacea,Schedolium loliaceum,Schedolium,loliaceum,Flowering plants,Rosaceae,Weichselboom,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/55/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Schedolium loliaceum
KW_T_423_16_0015L,16,Dicranum undulatum,Dicranum polysetum,Dicranum,polysetum,Mosses,Orthotrichaceae,Echt iepenmos,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/57/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Dicranum polysetum
KW_T_423_16_0017L,16,Geaster fornicatus,Geastrum quadrifiduum,Geastrum,quadrifiduum,Fungi,Otideaceae,Hazenoor spec.,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/58/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Geastrum quadrifiduum
KW_T_423_16_0019L,16,Cardamine pratensis,Cardamine pratensis 'Flore Pleno',Cardamine,pratensis 'Flore Pleno',Flowering plants,Scrophulariaceae,Voorjaarshelmkruid,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/59/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Cardamine pratensis 'Flore Pleno'
KW_T_423_16_0021L,16,Abies excelsa,Picea abies,Picea,abies,Flowering plants,Salicaceae,Bittere wilg,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/60/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Picea abies
KW_T_423_16_0023L,16,Eriophorum latifolium,Eriophorum latifolium,Eriophorum,latifolium,Mosses,Splachnaceae,Kruikmos,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/61/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Eriophorum latifolium
KW_T_423_16_0025L,16,Agrostis stolonifera,Agrostis stolonifera,Agrostis,stolonifera,Fungi,Russulaceae,Populiermelkzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/62/zoom/3/lat/-70.93100353239011/lng/27.685546874999996,False,Agrostis stolonifera
KW_T_423_16_0027L,16,Leocarpus vernicosus,Leocarpus fragilis,Leocarpus,fragilis,Fungi,Meruliaceae,Toefige labyrintzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/63/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Leocarpus fragilis
KW_T_423_16_0029L,16,Fagus sylvatica,Fagus sylvatica,Fagus,sylvatica,Flowering plants,Rosaceae,Amerikaans krentenboompje,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/64/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Fagus sylvatica
KW_T_423_16_0031L,16,Heliosciadum nodiflorum,Helosciadium nodiflorum,Helosciadium,nodiflorum,Flowering plants,Salicaceae,Zwarte populier,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/66/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Helosciadium nodiflorum
KW_T_423_16_0033L,16,Rumex sanguineus,Rumex sanguineus,Rumex,sanguineus,Flowering plants,Salicaceae,Zwarte populier,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/66/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Rumex sanguineus
KW_T_423_16_0035L,16,Agaricus cepaestipes,Leucoagaricus meleagris ,Leucoagaricus,meleagris,Ferns,Cystopteridaceae ,Blaasvaren,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/67/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Leucoagaricus meleagris 
KW_T_423_16_0037L,16,Roestelia lacerata,Coniferssporangium clavariiforme,Coniferssporangium,clavariiforme,Fungi,Amanitaceae,Grote kleefparasol,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/68/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Coniferssporangium clavariiforme
KW_T_423_16_0039L,16,Stellaria dilleniana,Stellaria graminea,Stellaria,graminea,Flowering plants,Ericaceae,Cranberry,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/70/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Stellaria graminea
KW_T_423_16_0041L,16,Medicago denticulata,Medicago polymorpha,Medicago,polymorpha,Flowering plants,Boraginaceae,Stekelzaad,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/71/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Medicago polymorpha
KW_T_423_16_0043L,16,Plantago lanceolata f. capitata,Plantago lanceolata,Plantago,lanceolata,Flowering plants,Araceae,Gevlekte aronskelk,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/20/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Plantago lanceolata
KW_T_423_16_0045L,16,Bromus commutatus,Bromus racemosus,Bromus,racemosus,Fungi,Helvellaceae,Bokaalkluifzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/73/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Bromus racemosus
KW_T_423_16_0047L,16,Agaricus odoris,Clitocybe odora,Clitocybe,odora,Fungi,Otideaceae,Zeemkleurig hazenoor,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/73/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Clitocybe odora
KW_T_423_16_0049L,16,Helianthemum guttatum,Tuberaria guttata,Tuberaria,guttata,Flowering plants,Fabaceae,Verfbrem,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/74/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Tuberaria guttata
KW_T_423_16_0051L,16,Medicago sativa,Medicago sativa,Medicago,sativa,Flowering plants,Amaranthaceae,Stippelganzenvoet,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/75/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Medicago sativa
KW_T_423_16_0053L,16,Quercus pedunculata,Quercus robur,Quercus,robur,Flowering plants,Salicaceae,Ratelpopulier,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/77/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Quercus robur
KW_T_423_16_0055L,16,Pylaisia polyantha. Hypnum polyanthum,Pylaisia polyantha,Pylaisia,polyantha,Flowering plants,Salicaceae,Ratelpopulier,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/77/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Pylaisia polyantha
KW_T_423_16_0057L,16,Bolbitius hydrophilus / Agaricus hydrophilus,Psathyrella candolleana,Psathyrella,candolleana,Fungi,Ganodermataceae,Lakzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/78/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Psathyrella candolleana
KW_T_423_16_0059L,16,Verbascum Lychnitis,Verbascum lychnitis,Verbascum,lychnitis,Fungi,Fomitopsidaceae,Roodgerande houtzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/78/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Verbascum lychnitis
KW_T_423_16_0061L,16,Lilium bulbiferum,Lilium bulbiferum subsp. croceum,Lilium,bulbiferum subsp. croceum,Flowering plants,Salicaceae,Katwilg,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/79/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Lilium bulbiferum subsp. croceum
KW_T_423_16_0063L,16,Glyceria Borerri. Sclerochloa Borreri,Puccinellia fasciculata,Puccinellia,fasciculata,Flowering plants,Juncaceae,Draadrus,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/82/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Puccinellia fasciculata
KW_T_423_16_0065L,16,Hylocomium loreum. Hypnum loreum,Rhytidiadelphus loreus,Rhytidiadelphus,loreus,Fungi,Hydnaceae,Witte koraalzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/83/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Rhytidiadelphus loreus
KW_T_423_16_0067L,16,Agaricus robustus,Tricholoma focale,Tricholoma,focale,Flowering plants,Brassicaceae,Bittere scheefbloem,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/84/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Tricholoma focale
KW_T_423_16_0069L,16,Hieracium vulgatum,Hieracium Sect. Vulgata,Hieracium,Sect. Vulgata,Mosses,Encalyptaceae,Groot klokhoedje,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/87/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Hieracium Sect. Vulgata
KW_T_423_16_0071L,16,Salix Seringeana,Salix spec.,Salix,spec.,Fungi,Tricholomataceae,Zeepzwam,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/88/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Salix spec.
KW_T_423_16_0073L,16,Lilium martagon,Lilium martagon,Lilium,martagon,Flowering plants,Asteraceae,Klein streepzaad,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/8/zoom/3/lat/-71.49703690095419/lng/-52.119140625,False,Lilium martagon
KW_T_423_16_0075L,16,Orthotrichum crispum,Ulota bruchii,Ulota,bruchii,Fungi,Geastraceae,Gekraagde aardster,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/12/zoom/3/lat/-69.80930869552192/lng/-62.49023437499999,False,Ulota bruchii
KW_T_423_16_0077L,16,Roestelia cancellata,Coniferssporangium sabinae,Coniferssporangium,sabinae,Flowering plants,Papaveraceae,Gele helmbloem,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/14/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Coniferssporangium sabinae
KW_T_423_16_0079L,16,Rhus toxicodendron,Rhus radicans,Rhus,radicans,Flowering plants,Caprifoliaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/15/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Rhus radicans
KW_T_423_16_0081L,16,Scorzonera hispanica,Scorzonera spec.,Scorzonera,spec.,Flowering plants,Cyperaceae,Drienervige zegge,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/16/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Scorzonera spec.
KW_T_423_16_0083L,16,Scrophularia Neesii,Scrophularia umbrosa,Scrophularia,umbrosa,Mosses,Polytrichaceae,Zandhaarmos,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/17/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Scrophularia umbrosa
KW_T_423_16_0085L,16,Hypnum cordifolium,Calliergon cordifolium,Calliergon,cordifolium,Fungi,Tricholomataceae,Ruige ridderzwam,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/18/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Calliergon cordifolium
KW_T_423_16_0087L,16,Polyporus frondosus,Grifola frondosa,Grifola,frondosa,Flowering plants,Asteraceae,Kaal knopkruid,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/20/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Grifola frondosa
KW_T_423_16_0089L,16,Viburnum lantana,Viburnum lantana,Viburnum,lantana,Flowering plants,Poaceae,Italiaans raaigras,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/21/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Viburnum lantana
KW_T_423_16_0091L,16,Veronica buxbaumii,Veronica persica,Veronica,persica,Fungi,Tricholomataceae,Gele ridderzwam,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/22/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Veronica persica
KW_T_423_16_0093L,16,Heleocharis uniglumis,Eleocharis uniglumis,Eleocharis,uniglumis,Fungi,Agaricaceae,Gestreept nestzwammetje,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/23/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Eleocharis uniglumis
